image_file_path	article_id	is_rgb	max_ratio	num_high_ratios	proportion_high_ratio_pixels	mean_delta	euclidean_distance_metric	firstPart	secondPart	Conclusion
elife-00594-fig9-v1	00594	1.0	8.80937646567272	14.0	0.0107207207207207	0.0211053366577093	46.8452350598575	Images	00594	0.0
elife-00603-fig11-v1	00603	1.0	8.856843445262818	8.0	0.0099151515151515	0.0311409216432824	21.83887758964871	Images	00603	0.0
elife-00603-fig4-v1	00603	1.0	8.943509108370622	13.0	0.0309848484848484	0.0671359332226106	18.027756377319943	Images	00603	1.0
elife-00631-fig6-v1	00631	0.0						Images	00631	-1.0
elife-00632-fig6-v1	00632	1.0	11.553015063485743	27.0	0.0257593688362919	0.1007049454789696	18.68154169226941	Images	00632	0.0
elife-00647-fig11-v1	00647	0.0						Images	00647	-1.0
elife-00647-fig2-v1	00647	0.0						Images	00647	-1.0
elife-00654-fig5-v1	00654	1.0	10.655563794704143	62.0	0.0191164658634538	0.0826181724067808	10.84869219598919	Images	00654	0.0
elife-00666-fig4-v1	00666	1.0	10.771756784821076	58.0	0.0806186317321688	0.0770586977927803	6.0	Images	00666	3.0
elife-00704-fig2-v1	00704	1.0	10.47931192611251	139.0	0.039647766323024	0.0313155753847578	16.401219466856727	Images	00704	3.0
elife-00708-fig2-v1	00708	1.0	12.667144107031238	248.0	0.1894246404002501	0.1177505826869003	19.53168527166805	Images	00708	0.0
elife-00731-fig11-v1	00731	1.0	9.596154960517042	21.0	0.0043541272841839	0.0247947756462946	23.65346661994453	Images	00731	0.0
elife-00747-fig3-v1	00747	1.0	5.969866098227493	3.0	0.0007864488808227465	0.0723248604036259	5.0	Images	00747	0.0
elife-00750-fig4-v1	00750	1.0	9.685165824885798	37.0	0.0122263681592039	0.0198393431347785	9.559519696952275	Images	00750	1.0
elife-00757-fig3-v1	00757	1.0	6.208047586361401	3.0	0.0154120879120879	0.0256055928966396	35.12833614050059	Images	00757	0.0
elife-00759-fig2-v1	00759	1.0	8.455886719141295	20.0	0.0362485875706214	0.0439401776697463	14.317821063276352	Images	00759	0.0
elife-00762-fig1-v1	00762	1.0	9.838570422430395	3.0	0.0033189655172413	0.0476042600249909	11.590169943749476	Images	00762	0.0
elife-00772-fig5-v1	00772	1.0	10.753228158006229	87.0	0.0205152224824355	0.0787266153010779	14.0356688476182	Images	00772	0.0
elife-00782-fig4-v1	00782	1.0	5.312640771544633	3.0	0.0031660231660231	0.0284668999474071	31.344830668973746	Images	00782	1.0
elife-00790-fig1-v1	00790	1.0	11.094344071990967	111.0	0.1283712121212121	0.0748024167728594	19.06563538249162	Images	00790	3.0
elife-00790-fig6-v1	00790	0.0						Images	00790	-1.0
elife-00800-fig4-v1	00800	1.0	10.025359179161612	5.0	0.0037566137566137	0.022648392374534	20.024984394500787	Images	00800	0.0
elife-00801-fig4-v1	00801	1.0	11.75499226417315	85.0	0.0488777219430485	0.0507111800698201	12.806248474865695	Images	00801	1.0
elife-00808-fig1-v1	00808	1.0	8.883404106500787	4.0	0.0050062421972534	0.0660408533279042	49.65883607174055	Images	00808	0.0
elife-00813-fig6-v1	00813	1.0	9.88686743241516	40.0	0.0592450142450142	0.0352406080441455	12.16552506059644	Images	00813	0.0
elife-00824-fig6-v1	00824	1.0	18.122442058152917	90.0	0.0435268817204301	0.0254430711444804	8.54400374531753	Images	00824	0.0
elife-00829-fig3-v1	00829	1.0	9.785016183461906	32.0	0.0348451730418943	0.0346384351461004	8.876782474843315	Images	00829	3.0
elife-00882-fig2-v1	00882	1.0	9.581822993674027	32.0	0.017961432506887	0.0361831373045822	7.245606220104248	Images	00882	3.0
elife-00882-fig4-v1	00882	1.0	5.833616613078985	3.0	0.0024125230202578	0.0065189059941662	8.503264829148854	Images	00882	0.0
elife-00882-fig6-v1	00882	1.0	10.049505374653894	16.0	0.0054639175257731	0.0133582174102283	8.94427190999916	Images	00882	0.0
elife-00882-fig9-v1	00882	0.0						Images	00882	-1.0
elife-00884-fig7-v1	00884	1.0	11.901252341184048	191.0	0.0835887096774193	0.053968753774809	6.0	Images	00884	3.0
elife-00905-fig2-v1	00905	1.0	11.065740034151766	55.0	0.0188505747126436	0.0559965066647035	9.738750879151333	Images	00905	0.0
elife-00926-fig1-v1	00926	0.0						Images	00926	-1.0
elife-00926-fig11-v1	00926	1.0	7.76170010934295	2.0	0.000439900867410161	0.038044229749568	16.401219466856727	Images	00926	0.0
elife-00940-fig5-v1	00940	1.0	10.339775884181863	38.0	0.0390666666666666	0.0337193943315006	12.16552506059644	Images	00940	3.0
elife-00947-fig7-v1	00947	1.0	24.158199025652472	292.0	0.114913112164297	0.1804477970788355	4.0	Images	00947	0.0
elife-00960-fig1-v1	00960	1.0	10.419383759455696	81.0	0.0226870389884088	0.1144006979109809	19.4164878389476	Images	00960	0.0
elife-00960-fig3-v1	00960	1.0	10.97384481283984	218.0	0.2863926940639269	0.1143717776384168	12.205455727822638	Images	00960	3.0
elife-00960-fig5-v1	00960	1.0	12.22866821418801	381.0	0.2084930139720558	0.1259643505628565	14.0	Images	00960	2.0
elife-00966-fig2-v1	00966	1.0	9.109475230303667	15.0	0.0459908675799086	0.0172634480742148	28.0713376952364	Images	00966	1.0
elife-00967-fig1-v1	00967	1.0	14.941492852339245	62.0	0.0713641755634638	0.0611176994205172	17.69180601295413	Images	00967	3.0
elife-00967-fig2-v1	00967	0.0						Images	00967	-1.0
elife-00971-fig6-v1	00971	1.0	13.476705762274497	7.0	0.0005587392550143266	0.0210143209702795	15.231546211727816	Images	00971	0.0
elife-00983-fig3-v1	00983	0.0						Images	00983	-1.0
elife-00994-fig3-v1	00994	1.0	10.055292629653405	53.0	0.0251867219917012	0.0920789864053302	8.246211251235321	Images	00994	0.0
elife-01008-fig6-v1	01008	1.0	11.347292834030508	138.0	0.0561396303901437	0.2062327058524761	8.602325267042627	Images	01008	0.0
elife-01009-fig5-v1	01009	1.0	8.766176307047253	5.0	0.0009163346613545817	0.0986040776868418	10.295630140987	Images	01009	0.0
elife-01071-fig2-v1	01071	1.0	10.837295292580835	87.0	0.0717006802721088	0.0728759486379342	15.556349186104043	Images	01071	2.0
elife-01085-fig11-v1	01085	1.0	9.393102281778075	46.0	0.0325101513473606	0.0144038344074247	9.486832980505138	Images	01085	0.0
elife-01085-fig13-v1	01085	1.0	10.588863379849998	21.0	0.0252066115702479	0.0111218586368548	13.0	Images	01085	0.0
elife-01085-fig21-v1	01085	1.0	8.589329495694654	1.0	0.0016101055806938	0.0198519490734352	67.54257916307313	Images	01085	0.0
elife-01096-fig4-v1	01096	1.0	11.506195144887508	71.0	0.0591493055555555	0.0494732138813595	13.527547277904578	Images	01096	0.0
elife-01102-fig8-v1	01102	0.0						Images	01102	-1.0
elife-01104-fig6-v1	01104	0.0						Images	01104	-1.0
elife-01119-fig2-v1	01119	0.0						Images	01119	-1.0
elife-01120-fig4-v1	01120	1.0	15.958725785180444	75.0	0.0616349206349206	0.0522576207066945	10.04987562112089	Images	01120	0.0
elife-01133-fig8-v1	01133	1.0	10.776482229079171	36.0	0.1600904977375565	0.0413068128507478	24.300423721205945	Images	01133	3.0
elife-01149-fig5-v1	01149	1.0	7.739698942372004	19.0	0.009197207678883	0.0290422165246086	24.20258161607041	Images	01149	0.0
elife-01149-fig6-v1	01149	1.0	8.078186897220478	13.0	0.0203813038130381	0.0242264825309163	22.20360331117452	Images	01149	0.0
elife-01157-fig2-v1	01157	1.0	5.921404142421276	4.0	0.0015414258188824	0.0433772682326363	27.018512172212592	Images	01157	0.0
elife-01160-fig5-v1	01160	1.0	8.695781667766582	14.0	0.0583821478382147	0.0342620002823081	17.46424919657298	Images	01160	0.0
elife-01179-fig1-v1	01179	1.0	9.001428034990399	11.0	0.0128015564202334	0.0616775511822694	21.364165381256463	Images	01179	0.0
elife-01197-fig2-v1	01197	1.0	11.446376872588738	57.0	0.0364503816793893	0.0355318157963152	15.231546211727816	Images	01197	3.0
elife-01201-fig4-v2	01201	1.0	11.192944571192836	148.0	0.080309423347398	0.0511706181635744	1.0	Images	01201	3.0
elife-01201-fig8-v1	01201	1.0	7.779960885068174	8.0	0.0063046192259675	0.0249786120939314	36.713765551366	Images	01201	0.0
elife-01211-fig6-v1	01211	1.0	10.267235095056286	71.0	0.0073663522012578	0.0192913855515655	10.770329614269007	Images	01211	0.0
elife-01222-fig2-v1	01222	1.0	10.891441282090836	69.0	0.0516491228070175	0.0503102142476606	17.69180601295413	Images	01222	0.0
elife-01222-fig3-v1	01222	1.0	10.770747024812437	64.0	0.0171212121212121	0.0825134326949733	4.123105625617661	Images	01222	0.0
elife-01229-fig6-v1	01229	0.0						Images	01229	-1.0
elife-01239-fig7-v1	01239	1.0	9.614903728454482	26.0	0.0346804835924006	0.0637495476061381	31.0	Images	01239	1.0
elife-01256-fig5-v1	01256	1.0	10.817824088710084	50.0	0.0756047197640118	0.0640207894854818	14.090352588847438	Images	01256	0.0
elife-01279-fig2-v1	01279	1.0	10.878154527839303	78.0	0.0566178266178266	0.0277323401004932	13.019202405202648	Images	01279	0.0
elife-01279-fig9-v1	01279	1.0	10.129566036344867	48.0	0.0540645773979107	0.0383959996853314	20.591260281974	Images	01279	3.0
elife-01287-fig11-v1	01287	1.0	9.875752375712109	20.0	0.0092224622030237	0.0188946259171751	32.57299494980466	Images	01287	0.0
elife-01287-fig8-v1	01287	1.0	11.853479314222716	42.0	0.0162295081967213	0.0423362280534012	25.495097567963924	Images	01287	0.0
elife-01296-fig5-v1	01296	1.0	10.367009240744585	24.0	0.0181453634085213	0.0225323498669184	9.5	Images	01296	0.0
elife-01296-fig8-v1	01296	1.0	11.135288015337624	75.0	0.0401969696969696	0.0170971105717126	3.5	Images	01296	3.0
elife-01305-fig5-v1	01305	0.0						Images	01305	-1.0
elife-01308-fig2-v1	01308	1.0	12.06500751781191	168.0	0.1432644628099173	0.0822164368246455	13.483396543794708	Images	01308	0.0
elife-01308-fig7-v1	01308	1.0	17.376386060785915	68.0	0.1550586854460094	0.0300959207546471	16.55294535724685	Images	01308	0.0
elife-01311-fig15-v1	01311	1.0	8.203838108477399	6.0	0.0021552878179384	0.0448188652981039	12.806248474865695	Images	01311	0.0
elife-01323-fig2-v1	01323	1.0	9.4113663687761	51.0	0.0849262536873156	0.0473692605733508	14.0	Images	01323	0.0
elife-01323-fig3-v1	01323	1.0	9.613337370289036	49.0	0.0452729885057471	0.0212231617934319	11.40175425099138	Images	01323	1.0
elife-01340-fig13-v1	01340	0.0						Images	01340	-1.0
elife-01341-fig4-v1	01341	1.0	9.204138484037502	44.0	0.0914750957854406	0.02319164906387	5.608058350989902	Images	01341	0.0
elife-01350-fig2-v1	01350	0.0						Images	01350	-1.0
elife-01374-fig2-v1	01374	1.0	7.619178007174233	1.0	0.0010649627263045	0.011333571189619	29.282820906965995	Images	01374	0.0
elife-01374-fig5-v1	01374	1.0	9.9957349849995	25.0	0.0360723514211886	0.0646801607001142	21.02379604162864	Images	01374	0.0
elife-01402-fig3-v1	01402	1.0	9.950228477292894	66.0	0.0699521072796934	0.0562016089226696	16.598131167170045	Images	01402	1.0
elife-01438-fig7-v1	01438	1.0	5.579643055154052	1.0	0.00016194331983805668	0.047353125368498	52.19637379485947	Images	01438	1.0
elife-01439-fig4-v1	01439	1.0	10.220599565150463	32.0	0.0471035137701804	0.0486783031892928	17.029386365926403	Images	01439	0.0
elife-01440-fig5-v1	01440	1.0	8.65951713408229	13.0	0.0645703338806787	0.022879721601556	54.42425929675111	Images	01440	0.0
elife-01462-fig5-v1	01462	1.0	13.596203383246058	3.0	0.00055	0.0485705348450554	24.04163056034261	Images	01462	0.0
elife-01473-fig4-v1	01473	1.0	8.095623730850816	24.0	0.0360201149425287	0.0501520922350419	2.5	Images	01473	0.0
elife-01479-fig1-v1	01479	1.0	11.180766775793112	27.0	0.0910824108241082	0.0151582789776411	17.478552440554438	Images	01479	2.0
elife-01479-fig5-v1	01479	1.0	8.903396088582975	6.0	0.0071770334928229	0.0112988914386487	24.08318915758459	Images	01479	3.0
elife-01483-fig8-v1	01483	1.0	9.722087111177943	26.0	0.0699814298978644	0.0324211473072184	19.0	Images	01483	0.0
elife-01488-fig3-v1	01488	1.0	10.21476416573572	38.0	0.0120266666666666	0.0507069795546045	6.4031242374328485	Images	01488	0.0
elife-01496-fig2-v1	01496	1.0	10.991268443716557	138.0	0.1801965601965602	0.1105016516043055	20.0	Images	01496	3.0
elife-01498-fig3-v1	01498	1.0	11.269228215235165	27.0	0.0487542087542087	0.0352087721149984	13.0	Images	01498	0.0
elife-01501-fig2-v1	01501	1.0	12.60434228538086	334.0	0.0141761827079934	0.1056582530340598	4.0	Images	01501	0.0
elife-01503-fig2-v1	01503	1.0	10.65099298530902	92.0	0.051750700280112	0.0551671125088632	15.297058540778355	Images	01503	0.0
elife-01503-fig7-v1	01503	1.0	9.16500605944586	6.0	0.0047457627118644	0.0636795500243547	3.605551275463989	Images	01503	0.0
elife-01524-fig6-v1	01524	1.0	15.001672092199454	17.0	0.0376213592233009	0.0070623576650136	33.77786118294337	Images	01524	0.0
elife-01557-fig9-v1	01557	1.0	11.30377928301862	80.0	0.0518079096045197	0.0759806674469279	12.42783312820361	Images	01557	0.0
elife-01569-fig5-v1	01569	1.0	10.29321200375812	152.0	0.0314583333333333	0.0371299449867061	25.61249694973139	Images	01569	0.0
elife-01574-fig2-v1	01574	1.0	11.474575344533894	20.0	0.0144202898550724	0.0266180580445189	32.31098884280702	Images	01574	0.0
elife-01574-fig8-v1	01574	0.0						Images	01574	-1.0
elife-01581-fig2-v1	01581	0.0						Images	01581	-1.0
elife-01610-fig4-v1	01610	1.0	10.814178146106126	70.0	0.0267119565217391	0.0442162335940982	13.764929392959782	Images	01610	0.0
elife-01610-fig6-v1	01610	1.0	10.520801066555208	56.0	0.0267819879187259	0.0463028218334994	20.09975124224178	Images	01610	0.0
elife-01610-fig9-v1	01610	1.0	11.23038413175731	101.0	0.058998732572877	0.037938659981912	13.746957249092624	Images	01610	0.0
elife-01612-fig2-v1	01612	1.0	10.66499617737876	67.0	0.0293264840182648	0.0291007637961886	13.92838827718412	Images	01612	3.0
elife-01612-fig7-v1	01612	1.0	10.61230637401296	218.0	0.0348868312757201	0.034905566672063	1.4142135623730951	Images	01612	3.0
elife-01630-fig11-v1	01630	1.0	8.05968767799117	9.0	0.0095670995670995	0.0110636402521277	28.0713376952364	Images	01630	0.0
elife-01641-fig4-v1	01641	1.0	8.3557295178028	3.0	0.0012437810945273	0.0112526950351329	36.8818164154707	Images	01641	0.0
elife-01694-fig3-v1	01694	1.0	10.43442014811519	16.0	0.0018888888888888	0.0428276778645797	10.921030379950963	Images	01694	0.0
elife-01695-fig7-v1	01695	1.0	10.418853066493105	23.0	0.0046690734055354	0.0677478813112261	27.430666867731706	Images	01695	0.0
elife-01695-fig8-v1	01695	1.0	10.733810708870212	90.0	0.0276231884057971	0.0586730727411535	15.585760994828677	Images	01695	0.0
elife-01724-fig1-v1	01724	1.0	8.265005126567665	9.0	0.0017698412698412	0.0104072174966773	27.31300056749533	Images	01724	0.0
elife-01730-fig7-v1	01730	1.0	17.443039465992328	34.0	0.0076984126984126	0.0435848977915413	4.2976207903086205	Images	01730	0.0
elife-01739-fig9-v1	01739	1.0	10.658128972599473	20.0	0.0613465783664459	0.1030757282691472	20.615528128088304	Images	01739	0.0
elife-01749-fig3-v1	01749	1.0	10.309526328875362	33.0	0.0849917081260364	0.0447358750393642	20.09975124224178	Images	01749	0.0
elife-01808-fig5-v1	01808	0.0						Images	01808	-1.0
elife-01808-fig9-v1	01808	1.0	9.748847817803972	110.0	0.0552055660974067	0.0235525875876607	2.0	Images	01808	3.0
elife-01831-fig1-v1	01831	1.0	10.509959977323662	64.0	0.1599786324786324	0.052570254973896	17.029386365926403	Images	01831	3.0
elife-01832-fig6-v1	01832	1.0	7.832858537138261	5.0	0.0524396782841823	0.0130558734746733	28.16025568065745	Images	01832	0.0
elife-01833-fig5-v1	01833	1.0	14.933452576153746	29.0	0.0299151515151515	0.0396249308142734	9.24468313509701	Images	01833	1.0
elife-01834-fig7-v1	01834	1.0	10.414156400758907	61.0	0.0807825567502986	0.2671860061555424	25.942243542145693	Images	01834	0.0
elife-01846-fig4-v1	01846	1.0	10.626538921649708	210.0	0.0995437262357414	0.0379891325100699	10.63014581273465	Images	01846	3.0
elife-01861-fig7-v1	01861	1.0	10.844226220661383	33.0	0.027939142461964	0.023832233061767	11.40175425099138	Images	01861	0.0
elife-01883-fig3-v1	01883	1.0	11.884849487877444	79.0	0.0628715728715728	0.0435013355198625	7.0	Images	01883	0.0
elife-01883-fig9-v1	01883	0.0						Images	01883	-1.0
elife-01888-fig4-v1	01888	1.0	10.383857039361612	37.0	0.0430661577608142	0.0208737777214605	11.40175425099138	Images	01888	3.0
elife-01906-fig5-v1	01906	1.0	9.969511075106531	59.0	0.0444687045123726	0.026472908766129	3.0	Images	01906	3.0
elife-01914-fig12-v1	01914	1.0	10.76230289018912	88.0	0.031968992248062	0.0690147205836646	29.09466163230967	Images	01914	3.0
elife-01914-fig5-v1	01914	1.0	5.295023764410292	2.0	0.0012043010752688	0.0182003946814531	15.278735537316466	Images	01914	0.0
elife-01916-fig4-v1	01916	1.0	9.717576951931852	61.0	0.0345762711864406	0.0729452531059745	9.460407056280872	Images	01916	0.0
elife-01917-fig5-v1	01917	1.0	8.96898940382787	11.0	0.0149206349206349	0.0411574870006588	24.86931687685298	Images	01917	0.0
elife-01936-fig3-v2	01936	1.0	13.511500009284331	299.0	0.0353191489361702	0.1535270796490321	3.605551275463989	Images	01936	0.0
elife-01939-fig6-v1	01939	1.0	10.113118510202863	27.0	0.0131564048124557	0.0328136956039377	36.77620973547802	Images	01939	0.0
elife-01944-fig10-v1	01944	1.0	10.640401616119687	91.0	0.0506304176516942	0.0363654349573764	7.280109889280518	Images	01944	0.0
elife-01958-fig6-v1	01958	1.0	8.489264692467902	12.0	0.0052331606217616	0.020418616700756	14.560219778561036	Images	01958	0.0
elife-01963-fig11-v1	01963	1.0	9.942177144104193	31.0	0.0390538573508005	0.0665395093152254	14.7648230602334	Images	01963	0.0
elife-01963-fig9-v1	01963	1.0	10.05096794350456	16.0	0.0191325898389095	0.0818278893535913	36.05551275463989	Images	01963	2.0
elife-01990-fig2-v2	01990	0.0						Images	01990	-1.0
elife-01993-fig5-v1	01993	1.0	14.772036897543405	43.0	0.031932059447983	0.0127400800203726	10.599019513592784	Images	01993	0.0
elife-01998-fig3-v1	01998	1.0	10.313727919489876	28.0	0.040383275261324	0.0480746887849818	22.47220505424423	Images	01998	2.0
elife-01998-fig6-v1	01998	1.0	6.528512569067009	2.0	0.0003106332138590204	0.0218258300514473	69.75916320602175	Images	01998	0.0
elife-02001-fig3-v1	02001	1.0	10.533786248372609	114.0	0.0327091633466135	0.0268153824879098	10.04987562112089	Images	02001	0.0
elife-02009-fig2-v2	02009	1.0	12.83668631339666	382.0	0.1633787878787878	0.0618739609969798	1.0	Images	02009	3.0
elife-02020-fig1-v1	02020	1.0	8.941757936020629	26.0	0.0396634615384615	0.0515560694032371	14.142135623730953	Images	02020	0.0
elife-02024-fig8-v2	02024	1.0	12.30042632485651	146.0	0.0703641456582633	0.0462066199910199	10.816653826391969	Images	02024	0.0
elife-02042-fig6-v1	02042	1.0	8.811463566878588	1.0	0.00023429179978700745	0.046851532225227	66.48805137422059	Images	02042	0.0
elife-02043-fig2-v2	02043	1.0	10.86518149400576	122.0	0.3492394366197183	0.0737499901448687	13.49355078894643	Images	02043	0.0
elife-02043-fig4-v2	02043	1.0	9.38951585110036	7.0	0.0015111111111111	0.1011272876971803	68.30812543175226	Images	02043	0.0
elife-02057-fig3-v2	02057	1.0	10.855492627529436	50.0	0.0260269953051643	0.0746629899854945	26.4734336529497	Images	02057	0.0
elife-02077-fig1-v1	02077	1.0	10.425017457064378	23.0	0.0596	0.0927074055815974	11.180339887498947	Images	02077	3.0
elife-02077-fig7-v1	02077	1.0	10.871184042249784	37.0	0.0476256767208043	0.0754234802569209	14.866068747318506	Images	02077	0.0
elife-02078-fig2-v1	02078	1.0	10.592005940892763	155.0	0.0473254281949934	0.15446018818667	19.4164878389476	Images	02078	0.0
elife-02109-fig1-v1	02109	1.0	9.232050166229635	23.0	0.025704989154013	0.0312678435331209	12.649110640673518	Images	02109	0.0
elife-02164-fig4-v2	02164	1.0	9.578644215070494	43.0	0.0247330447330447	0.0434793504206519	21.840329667841555	Images	02164	0.0
elife-02172-fig3-v1	02172	0.0						Images	02172	-1.0
elife-02181-fig6-v1	02181	1.0	16.786179580288696	40.0	0.0052029914529914	0.0130944593652067	9.486832980505138	Images	02181	0.0
elife-02184-fig5-v2	02184	1.0	6.174829836277239	2.0	0.0066924398625429	0.0174128779576298	41.00609665440987	Images	02184	0.0
elife-02190-fig1-v1	02190	1.0	10.614174833305205	35.0	0.0381769436997319	0.0634523660831019	21.095023109728988	Images	02190	0.0
elife-02196-fig2-v3	02196	1.0	10.69056378095743	34.0	0.0036019536019536	0.0216535714495424	6.5901699437494745	Images	02196	0.0
elife-02208-fig7-v2	02208	1.0	10.434415072957528	76.0	0.0669272976680384	0.017404170956759	15.872507424205205	Images	02208	0.0
elife-02277-fig2-v1	02277	0.0						Images	02277	-1.0
elife-02313-fig7-v1	02313	0.0						Images	02313	-1.0
elife-02370-fig1-v1	02370	1.0	9.04280953154366	22.0	0.0076929196499602	0.0672615587226874	36.76955262170047	Images	02370	1.0
elife-02370-fig4-v1	02370	1.0	7.62827028157527	13.0	0.0168618143459915	0.0204944186090606	36.6742416417845	Images	02370	-1.0
elife-02372-fig2-v3	02372	1.0	11.136485291700955	50.0	0.1720923520923521	0.0548956263590389	19.59218614121354	Images	02372	3.0
elife-02375-fig2-v2	02375	1.0	10.434349655509884	28.0	0.0377913832199546	0.0685795198953202	44.93328249946043	Images	02375	0.0
elife-02391-fig8-v2	02391	1.0	25.07273995124268	99.0	0.1113978494623656	0.0561771592168127	3.0	Images	02391	0.0
elife-02419-fig9-v2	02419	1.0	10.611913386017696	37.0	0.0487782485875706	0.0093751700688469	12.041594578792296	Images	02419	0.0
elife-02439-fig2-v1	02439	1.0	11.132145075869618	186.0	0.2411817168338907	0.1167538698852217	5.0	Images	02439	3.0
