article_id	image_file_path	is_rgb	max_ratio	num_high_ratios	proportion_high_ratio_pixels	mean_delta	euclidean_distance_metric
33178	Images/33178/elife-33178-fig6-v2.jpg	1	9.452034269969362	9	0.01732262382864792	0.01506842377419438	26.076809620810597
70908	Images/70908/elife-70908-fig8-v1.jpg	1	11.515583404651542	2	2.4224806201550387e-4	0.05522108277305328	87.01436620299114
44702	Images/44702/elife-44702-fig7-v2.jpg	1	10.78566088504428	104	0.0370217276099629	0.01953820904244168	20.223748416156685
28951	Images/28951/elife-28951-fig7-v1.jpg	1	9.90892180913366	8	0.00565277777777777	0.05651572175221878	31.727905923800947
08407	Images/08407/elife-08407-fig10-v1.jpg	1	8.018495318577335	5	0.00227115716753022	0.03132735540584936	63.82371116500516
22057	Images/22057/elife-22057-fig5-v2.jpg	1	10.948144896100208	75	0.04510498687664042	0.05903756592586018	7.811334347362868
28909	Images/28909/elife-28909-fig2-v2.jpg	1	10.598795641020056	90	0.07656565656565656	0.14062698695232942	9.055385138137416
66109	Images/66109/elife-66109-fig2-v2.jpg	1	9.441831345842957	77	0.02654589371980676	0.06294586037959098	19.235384061671343
32587	Images/32587/elife-32587-fig2-v2.jpg	1	10.975842261554652	109	0.0487347294938918	0.13197050891283224	7.211102550927978
69713	Images/69713/elife-69713-fig1-v2.jpg	1	10.742442661902212	63	0.01644628099173553	0.02868447140901551	9.219544457292889
02439	Images/02439/elife-02439-fig5-v1.jpg	1	11.699906342831389	82	0.1618294573643411	0.0374162840665302	15.033296378372908
29540	Images/29540/elife-29540-fig7-v2.jpg	1	10.489312733543423	33	0.0109480122324159	0.02006571509598564	9
63033	Images/63033/elife-63033-fig6-v2.jpg	0	NA	NA	NA	NA	NA
30000	Images/30000/elife-30000-fig5-v2.jpg	1	10.088340188193644	32	0.04131133671742808	0.0427716249053463	27.586228448267445
22089	Images/22089/elife-22089-fig1-v1.jpg	1	11.129028797103093	42	0.01293103448275862	0.03547297179705785	9.609772228646444
63225	Images/63225/elife-63225-fig9-v2.jpg	1	10.346727325184403	201	0.1789230769230769	0.12439959263467402	13.41640786499874
28034	Images/28034/elife-28034-fig5-v1.jpg	1	9.622108401733769	11	9.198813056379822e-4	0.0513809488933196	38.334015760131955
09906	Images/09906/elife-09906-fig2-v2.jpg	1	7.320230363151168	18	0.01243769470404984	0.0659397449149189	18.612761007399513
71103	Images/71103/elife-71103-fig4-v2.jpg	1	11.437420252314537	131	0.06155717761557178	0.08620506402565818	16.42856318829189
70794	Images/70794/elife-70794-fig3-v1.jpg	1	8.168908612124937	8	0.01640388768898488	0.08839290833462768	9.66784539115062
10473	Images/10473/elife-10473-fig2-v1.jpg	1	10.85998900275054	58	0.01732600732600732	0.06564153518766667	9.109772228646444
32073	Images/32073/elife-32073-fig3-v1.jpg	1	14.898598124731675	42	0.19048526077097505	0.11267673406918909	16.234716386424324
65906	Images/65906/elife-65906-fig5-v1.jpg	1	10.565789534340915	22	0.01887290167865707	0.01867451570706345	12.446723560977148
10561	Images/10561/elife-10561-fig4-v1.jpg	1	11.456250693443575	19	0.01027131782945736	0.02152916666444636	13.038404810405298
71612	Images/71612/elife-71612-fig2-v2.jpg	1	11.854931838345555	91	0.0894102564102564	0.03469465357501788	14.422205101855956
51224	Images/51224/elife-51224-fig5-v2.jpg	1	7.220762579668414	2	4.535637149028078e-4	0.07659627347170826	22.661605181286696
56894	Images/56894/elife-56894-fig2-v3.jpg	1	11.693133686428013	122	0.06703703703703703	0.02983603948211075	23.86368174059401
25293	Images/25293/elife-25293-fig3-v1.jpg	1	10.018341018845332	17	0.03391369047619048	0.01603938460562988	18.9339811320566
02184	Images/02184/elife-02184-fig5-v2.jpg	1	6.174829836277239	2	0.00669243986254295	0.01741287795762984	41.00609665440987
02740	Images/02740/elife-02740-fig5-v2.jpg	1	9.660540432433454	49	0.0429047619047619	0.04852553130030526	12.6224802130695
66376	Images/66376/elife-66376-fig2-v2.jpg	1	10.473870191991344	169	0.01954158480681074	0.04597765962951781	1
69032	Images/69032/elife-69032-fig1-v1.jpg	1	7.86427155455445	6	0.00925351071692535	0.06193147458464935	32.31098884280702
73218	Images/73218/elife-73218-fig3-v2.jpg	1	11.25801721124602	31	0.02828908554572271	0.02824691347974912	13.527547277904578
70555	Images/70555/elife-70555-fig2-v2.jpg	1	10.760777183663128	38	0.00749019607843137	0.07720901362773272	7.031128874149275
36928	Images/36928/elife-36928-fig3-v1.jpg	1	10.773464557803909	51	0.04716735253772291	0.02546430246105698	21.02379604162864
25421	Images/25421/elife-25421-fig4-v2.jpg	1	10.496677732745638	62	0.01972727272727273	0.07236056832663802	14.7648230602334
42959	Images/42959/elife-42959-fig2-v2.jpg	1	9.593442355365898	37	0.07890151515151515	0.1317256305202947	26.90724809414742
70816	Images/70816/elife-70816-fig1-v1.jpg	1	10.217638986150106	40	0.04745358090185676	0.02930994072979889	19.61717855339967
04126	Images/04126/elife-04126-fig3-v3.jpg	1	9.347524855864483	36	0.01181324647122692	0.01375915865596799	3
23130	Images/23130/elife-23130-fig4-v3.jpg	1	10.923306400743195	37	0.03745535714285714	0.05629204669269565	13.5
60779	Images/60779/elife-60779-fig2-v1.jpg	1	10.483720200974076	76	0.05358265582655826	0.02904507549546073	27.07034344789195
36173	Images/36173/elife-36173-fig1-v2.jpg	1	6.495157926082703	4	0.00116145833333333	0.02605136254628384	52.898643985229654
04265	Images/04265/elife-04265-fig10-v3.jpg	1	9.912072927884198	45	0.03638583638583639	0.07644505571735069	10.04987562112089
33033	Images/33033/elife-33033-fig2-v1.jpg	1	11.503635044286936	120	0.07463492063492064	0.06451552932305525	9.396564855897632
51601	Images/51601/elife-51601-fig6-v2.jpg	1	14.83694810270656	154	0.09608093716719916	0.04277133010949764	18.027756377319943
28433	Images/28433/elife-28433-fig2-v2.jpg	1	14.90088336263868	38	0.03006849315068493	0.03463668939033061	42.190046219457976
01496	Images/01496/elife-01496-fig2-v1.jpg	1	10.991268443716557	138	0.1801965601965602	0.1105016516043055	20
